u,x,y,z
0.0,0.0,-1.0,-0.0
0.12566370614359174,0.6227130078940138,-0.9450516209427843,-0.368124552684678
0.25132741228718347,1.2121972353682855,-0.7840301989590961,-0.6845471059286887
0.3769911184307752,1.7372187645420554,-0.5281607689545718,-0.9048270524660196
0.5026548245743669,2.1704095251057454,-0.1953469099141295,-0.9980267284282716
0.6283185307179586,2.48989828488278,0.19098300562505255,-0.9510565162951536
0.7539822368615504,2.680600562785232,0.6033875883627849,-0.7705132427757893
0.8796459430051422,2.7350877442331667,1.0121866189201394,-0.4817536741017152
1.0053096491487339,2.653982030434054,1.3873853781091419,-0.1253332335643041
1.1309733552923256,2.445853538017598,1.7006272710624522,0.24868988716485502
1.2566370614359172,2.1266270208801,1.9270509831248421,0.587785252292473
1.3823007675795091,1.7185363560980442,2.0469342863622275,0.8443279255020153
1.5079644737231008,1.2486931955568799,2.047019922158269,0.9822872507286887
1.6336281798666925,0.747360261299663,1.9214388830996423,0.9822872507286886
1.7592918860102844,0.246038145359332,1.6721716571907776,0.844327925502015
1.884955592153876,-0.2245139882897932,1.309016994374947,0.5877852522924726
2.0106192982974678,-0.6361994330855593,0.8490686879323064,0.2486898871648545
2.1362830044410597,-0.9653261794300246,0.31573178815114744,-0.12533323356430506
2.261946710584651,-1.1940612586815882,-0.2626613605772405,-0.48175367410171566
2.387610416728243,-1.3115063509278546,-0.8545496664800392,-0.7705132427757893
2.5132741228718345,-1.314327780297834,-1.427050983124842,-0.9510565162951535
2.6389378290154264,-1.2069021769023147,-1.947960270001857,-0.9980267284282716
2.7646015351590183,-1.0009696591726989,-2.3877137407310753,-0.9048270524660192
2.8902652413026098,-0.7148174610385758,-2.721196521216358,-0.6845471059286884
3.0159289474462017,-0.3720465407654049,-2.92928102357174,-0.368124552684678
3.1415926535897936,9.64873589805982e-16,-3.0,1.4089627996560444e-15
3.267256359733385,0.37204654076540544,-2.92928102357174,0.3681245526846789
3.392920065876977,0.7148174610385762,-2.721196521216358,0.6845471059286892
3.518583772020569,1.0009696591727002,-2.387713740731073,0.9048270524660197
3.6442474781641603,1.206902176902315,-1.9479602700018563,0.9980267284282716
3.769911184307752,1.3143277802978341,-1.427050983124841,0.9510565162951532
3.8955748904513436,1.3115063509278544,-0.8545496664800382,0.7705132427757886
4.0212385965949355,1.1940612586815877,-0.2626613605772395,0.48175367410171477
4.1469023027385274,0.9653261794300232,0.3157317881511503,0.125333233564304
4.272566008882119,0.6361994330855574,0.8490686879323088,-0.24868988716485638
4.39822971502571,0.2245139882897932,1.309016994374947,-0.5877852522924727
4.523893421169302,-0.24603814535933277,1.6721716571907783,-0.8443279255020155
4.649557127312894,-0.7473602612996637,1.9214388830996425,-0.9822872507286888
4.775220833456486,-1.2486931955568814,2.0470199221582694,-0.9822872507286886
4.900884539600078,-1.7185363560980464,2.046934286362227,-0.8443279255020143
5.026548245743669,-2.1266270208800995,1.9270509831248426,-0.5877852522924736
5.152211951887261,-2.445853538017598,1.7006272710624522,-0.248689887164854
5.277875658030853,-2.6539820304340545,1.3873853781091414,0.1253332335643047
5.403539364174445,-2.7350877442331667,1.012186618920138,0.4817536741017153
5.529203070318037,-2.680600562785231,0.6033875883627832,0.7705132427757901
5.6548667764616285,-2.489898284882779,0.19098300562505044,0.9510565162951544
5.7805304826052195,-2.1704095251057454,-0.1953469099141295,0.9980267284282716
5.906194188748811,-1.737218764542055,-0.5281607689545719,0.9048270524660201
6.031857894892403,-1.212197235368284,-0.7840301989590966,0.6845471059286886
6.157521601035995,-0.6227130078940115,-0.9450516209427847,0.36812455268467664
6.283185307179587,3.216245299353273e-15,-1.0,-2.817925599312089e-15
